title,company,location,site,description,job_url
Hiring Now! Entry-Level English Teacher (ESL) | No Experience Needed,English 1,"South Dublin, Ireland",linkedin,"**Launch Your International Career with Purpose and Adventure** Are you searching for a **rewarding, entry\-level job** that lets you **travel the world** , **work abroad** , and gain **real\-world experience** all while making a difference? Whether you're a **recent graduate** , exploring a **career change** , or an **ESL/TEFL\-certified teacher** ready to take your skills overseas, this is the opportunity you’ve been looking for. **English 1** is now hiring **motivated, globally minded individuals** for **full\-time English teaching jobs in China** . No teaching experience? No problem. We provide **full training** , **ready\-made teaching materials** , and **visa sponsorship,** making this the perfect **graduate job** , **first job** , or **international career move** for anyone ready to start something new. **What you'll do** * Teach English to young learners aged 3–16 in a fun, interactive, and immersive classroom setting. * Deliver high\-energy lessons using English 1’s award\-winning curriculum and digital tools. * Provide constructive feedback and help students build confidence in their English skills. * Take part in school events, cultural activities, and student engagement programs. **What you’ll get** * Competitive salary \+ performance bonus after 6 months * 21 days paid leave (10 days paid leave \+ 11 days statutory holidays) * Flight allowance * International health insurance (co\-paid) * Airport pick\-up support * \*\*Sponsored legal Z work visa \+ up to 2 weeks sponsored hotel stay * Comprehensive induction training, ongoing support, and fully prepared teaching materials * TEFL certificate \+ skill development \& career advancement * Distance learning courses (Level 6 Trinity College CertPT, DELTM) * English 1\-organized social and cultural activities \+ free Mandarin Chinese lessons *The hotel accommodation for the first two weeks will be deemed as a sponsorship upon successful completion of the first\-year contract. \*\*Sponsored legal Z work visa expenses will be reimbursed.* **Who we’re looking for** * A bachelor’s degree (in any subject) * A valid passport * A genuine interest in education, travel, and cultural exchange. * ESL certification (TEFL, TESOL, CELTA) is a plus\- we can sponsor * Clean background check. **Why work at English 1?** * Teachers are at the core of everything we do at English 1 * Over **30 years** of success in China with **200\+ schools** in **50\+ cities** . * Strong presence in **China** and **Indonesia** . * **Professional development** and career **advancement opportunities** . Whether you're graduating soon, pivoting into a new career, or seeking international experience, this opportunity offers a chance to teach, travel, and grow \#EntryLevel \#Graduates \#EnglishTeacher \#ESL \#TEFL \#TeachingJobs \#GraduateJobs \#hiring \#jobs \#entrylevel \#teachercns \#graduates \#esl \#tefl \#teach \#JobAlert \#NowHiring \#JobOpening \#CareerOpportunities \#JobSearch \#WorkWithUs \#LinkedInJobs \#JobSeeker \#OpenToWork \#CareerGoals \#JobHunt \#NewJob \#CollegeGraduates \#BachelorsDegree \#RecentGrad \#ClassOf2025 \#JobSearch \#CareerSuccess \#EntryLevelJobs \#HiringNow \#YoungProfessionals \#CareerGrowth \#Networking \#LinkedInNetworking \#FutureLeaders \#UniversityAlumni \#HigherEd \#AlumniNetwork \#CollegeSuccess",https://www.linkedin.com/jobs/view/4410025353
"Hiring Now! Teach English Overseas with Full Training, Visa Sponsorship & Career Support",English 1,"Dublin, County Dublin, Ireland",linkedin,"**Teach English Overseas with Full Training, Visa Sponsorship \& Career Support** Looking for a **stable, full\-time job abroad** where you can **teach English, gain international experience, and receive professional training\-** even if you’ve never taught before? English 1 is recruiting **entry\-level English teachers** to teach English in China. This role is designed specifically for **first\-time teachers, graduates, and professionals transitioning into education** , with **structured training, ready\-made lessons, and continuous support** . **What you'll do** * Teach English to young learners aged 3–16 in a fun, interactive, and immersive classroom setting. * Deliver high\-energy lessons using English 1’s award\-winning curriculum and digital tools. * Provide constructive feedback and help students build confidence in their English skills. * Take part in school events, cultural activities, and student engagement programs. **What you’ll get** * Competitive salary \+ performance bonus after 6 months * 21 days paid leave (10 days paid leave \+ 11 days statutory holidays) * Flight allowance * International health insurance (co\-paid) * Airport pick\-up support * \*\*Sponsored legal Z work visa \+ up to 2 weeks sponsored hotel stay * In\-class coaching and mentoring * Visa sponsorship \& legal work permit * Comprehensive induction training, ongoing support, and fully prepared teaching materials * TEFL certificate \+ skill development \& career advancement * Distance learning courses (Level 6 Trinity College CertPT, DELTM) * English 1\-organized social and cultural activities \+ free Mandarin Chinese lessons *The hotel accommodation for the first two weeks will be deemed as a sponsorship upon successful completion of the first\-year contract. \*\*Sponsored legal Z work visa expenses will be reimbursed.* **Who we’re looking for** * A bachelor’s degree (in any subject) * A valid passport * A genuine interest in education, travel, and cultural exchange. * ESL certification (TEFL, TESOL, CELTA) is a plus\- we can sponsor * Clean background check. **Why work at English 1?** * Teachers are at the core of everything we do at English 1 * Over **30 years** of success in China with **200\+ schools** in **50\+ cities** . * Strong presence in **China** and **Indonesia** . * **Professional development** and career **advancement opportunities** . Whether you're graduating soon, pivoting into a new career, or seeking international experience, this opportunity offers a chance to teach, travel, and grow \#EntryLevel \#Graduates \#EnglishTeacher \#ESL \#TEFL \#TeachingJobs \#GraduateJobs \#hiring \#jobs \#entrylevel \#teachercns \#graduates \#esl \#tefl \#teach \#JobAlert \#NowHiring \#JobOpening \#CareerOpportunities \#JobSearch \#WorkWithUs \#LinkedInJobs \#JobSeeker \#OpenToWork \#CareerGoals \#JobHunt \#NewJob \#CollegeGraduates \#BachelorsDegree \#RecentGrad",https://www.linkedin.com/jobs/view/4410028311
"Hiring Now! Teach English Overseas with Full Training, Visa Sponsorship & Career Support",English 1,"Drogheda, Ireland",linkedin,"**Teach English Overseas with Full Training, Visa Sponsorship \& Career Support** Looking for a **stable, full\-time job abroad** where you can **teach English, gain international experience, and receive professional training\-** even if you’ve never taught before? English 1 is recruiting **entry\-level English teachers** to teach English in China. This role is designed specifically for **first\-time teachers, graduates, and professionals transitioning into education** , with **structured training, ready\-made lessons, and continuous support** . **What you'll do** * Teach English to young learners aged 3–16 in a fun, interactive, and immersive classroom setting. * Deliver high\-energy lessons using English 1’s award\-winning curriculum and digital tools. * Provide constructive feedback and help students build confidence in their English skills. * Take part in school events, cultural activities, and student engagement programs. **What you’ll get** * Competitive salary \+ performance bonus after 6 months * 21 days paid leave (10 days paid leave \+ 11 days statutory holidays) * Flight allowance * International health insurance (co\-paid) * Airport pick\-up support * \*\*Sponsored legal Z work visa \+ up to 2 weeks sponsored hotel stay * In\-class coaching and mentoring * Visa sponsorship \& legal work permit * Comprehensive induction training, ongoing support, and fully prepared teaching materials * TEFL certificate \+ skill development \& career advancement * Distance learning courses (Level 6 Trinity College CertPT, DELTM) * English 1\-organized social and cultural activities \+ free Mandarin Chinese lessons *The hotel accommodation for the first two weeks will be deemed as a sponsorship upon successful completion of the first\-year contract. \*\*Sponsored legal Z work visa expenses will be reimbursed.* **Who we’re looking for** * A bachelor’s degree (in any subject) * A valid passport * A genuine interest in education, travel, and cultural exchange. * ESL certification (TEFL, TESOL, CELTA) is a plus\- we can sponsor * Clean background check. **Why work at English 1?** * Teachers are at the core of everything we do at English 1 * Over **30 years** of success in China with **200\+ schools** in **50\+ cities** . * Strong presence in **China** and **Indonesia** . * **Professional development** and career **advancement opportunities** . Whether you're graduating soon, pivoting into a new career, or seeking international experience, this opportunity offers a chance to teach, travel, and grow \#EntryLevel \#Graduates \#EnglishTeacher \#ESL \#TEFL \#TeachingJobs \#GraduateJobs \#hiring \#jobs \#entrylevel \#teachercns \#graduates \#esl \#tefl \#teach \#JobAlert \#NowHiring \#JobOpening \#CareerOpportunities \#JobSearch \#WorkWithUs \#LinkedInJobs \#JobSeeker \#OpenToWork \#CareerGoals \#JobHunt \#NewJob \#CollegeGraduates \#BachelorsDegree \#RecentGrad",https://www.linkedin.com/jobs/view/4410025359
"Hiring Now! Teach English Overseas with Full Training, Visa Sponsorship & Career Support",English 1,"Dublin 4, County Dublin, Ireland",linkedin,"**Teach English Overseas with Full Training, Visa Sponsorship \& Career Support** Looking for a **stable, full\-time job abroad** where you can **teach English, gain international experience, and receive professional training\-** even if you’ve never taught before? English 1 is recruiting **entry\-level English teachers** to teach English in China. This role is designed specifically for **first\-time teachers, graduates, and professionals transitioning into education** , with **structured training, ready\-made lessons, and continuous support** . **What you'll do** * Teach English to young learners aged 3–16 in a fun, interactive, and immersive classroom setting. * Deliver high\-energy lessons using English 1’s award\-winning curriculum and digital tools. * Provide constructive feedback and help students build confidence in their English skills. * Take part in school events, cultural activities, and student engagement programs. **What you’ll get** * Competitive salary \+ performance bonus after 6 months * 21 days paid leave (10 days paid leave \+ 11 days statutory holidays) * Flight allowance * International health insurance (co\-paid) * Airport pick\-up support * \*\*Sponsored legal Z work visa \+ up to 2 weeks sponsored hotel stay * In\-class coaching and mentoring * Visa sponsorship \& legal work permit * Comprehensive induction training, ongoing support, and fully prepared teaching materials * TEFL certificate \+ skill development \& career advancement * Distance learning courses (Level 6 Trinity College CertPT, DELTM) * English 1\-organized social and cultural activities \+ free Mandarin Chinese lessons *The hotel accommodation for the first two weeks will be deemed as a sponsorship upon successful completion of the first\-year contract. \*\*Sponsored legal Z work visa expenses will be reimbursed.* **Who we’re looking for** * A bachelor’s degree (in any subject) * A valid passport * A genuine interest in education, travel, and cultural exchange. * ESL certification (TEFL, TESOL, CELTA) is a plus\- we can sponsor * Clean background check. **Why work at English 1?** * Teachers are at the core of everything we do at English 1 * Over **30 years** of success in China with **200\+ schools** in **50\+ cities** . * Strong presence in **China** and **Indonesia** . * **Professional development** and career **advancement opportunities** . Whether you're graduating soon, pivoting into a new career, or seeking international experience, this opportunity offers a chance to teach, travel, and grow \#EntryLevel \#Graduates \#EnglishTeacher \#ESL \#TEFL \#TeachingJobs \#GraduateJobs \#hiring \#jobs \#entrylevel \#teachercns \#graduates \#esl \#tefl \#teach \#JobAlert \#NowHiring \#JobOpening \#CareerOpportunities \#JobSearch \#WorkWithUs \#LinkedInJobs \#JobSeeker \#OpenToWork \#CareerGoals \#JobHunt \#NewJob \#CollegeGraduates \#BachelorsDegree \#RecentGrad",https://www.linkedin.com/jobs/view/4410012533
"Hiring Now! Teach English Overseas with Full Training, Visa Sponsorship & Career Support",English 1,"Dundalk, County Louth, Ireland",linkedin,"**Teach English Overseas with Full Training, Visa Sponsorship \& Career Support** Looking for a **stable, full\-time job abroad** where you can **teach English, gain international experience, and receive professional training\-** even if you’ve never taught before? English 1 is recruiting **entry\-level English teachers** to teach English in China. This role is designed specifically for **first\-time teachers, graduates, and professionals transitioning into education** , with **structured training, ready\-made lessons, and continuous support** . **What you'll do** * Teach English to young learners aged 3–16 in a fun, interactive, and immersive classroom setting. * Deliver high\-energy lessons using English 1’s award\-winning curriculum and digital tools. * Provide constructive feedback and help students build confidence in their English skills. * Take part in school events, cultural activities, and student engagement programs. **What you’ll get** * Competitive salary \+ performance bonus after 6 months * 21 days paid leave (10 days paid leave \+ 11 days statutory holidays) * Flight allowance * International health insurance (co\-paid) * Airport pick\-up support * \*\*Sponsored legal Z work visa \+ up to 2 weeks sponsored hotel stay * In\-class coaching and mentoring * Visa sponsorship \& legal work permit * Comprehensive induction training, ongoing support, and fully prepared teaching materials * TEFL certificate \+ skill development \& career advancement * Distance learning courses (Level 6 Trinity College CertPT, DELTM) * English 1\-organized social and cultural activities \+ free Mandarin Chinese lessons *The hotel accommodation for the first two weeks will be deemed as a sponsorship upon successful completion of the first\-year contract. \*\*Sponsored legal Z work visa expenses will be reimbursed.* **Who we’re looking for** * A bachelor’s degree (in any subject) * A valid passport * A genuine interest in education, travel, and cultural exchange. * ESL certification (TEFL, TESOL, CELTA) is a plus\- we can sponsor * Clean background check. **Why work at English 1?** * Teachers are at the core of everything we do at English 1 * Over **30 years** of success in China with **200\+ schools** in **50\+ cities** . * Strong presence in **China** and **Indonesia** . * **Professional development** and career **advancement opportunities** . Whether you're graduating soon, pivoting into a new career, or seeking international experience, this opportunity offers a chance to teach, travel, and grow \#EntryLevel \#Graduates \#EnglishTeacher \#ESL \#TEFL \#TeachingJobs \#GraduateJobs \#hiring \#jobs \#entrylevel \#teachercns \#graduates \#esl \#tefl \#teach \#JobAlert \#NowHiring \#JobOpening \#CareerOpportunities \#JobSearch \#WorkWithUs \#LinkedInJobs \#JobSeeker \#OpenToWork \#CareerGoals \#JobHunt \#NewJob \#CollegeGraduates \#BachelorsDegree \#RecentGrad",https://www.linkedin.com/jobs/view/4410011565
Hiring now! Entry-Level English Teacher (ESL) | No Experience Needed,English 1,"County Kildare, Ireland",linkedin,"**Launch Your International Career with Purpose and Adventure** Are you searching for a **rewarding, entry\-level job** that lets you **travel the world** , **work abroad** , and gain **real\-world experience** all while making a difference? Whether you're a **recent graduate** , exploring a **career change** , or an **ESL/TEFL\-certified teacher** ready to take your skills overseas, this is the opportunity you’ve been looking for. **English 1** is now hiring **motivated, globally minded individuals** for **full\-time English teaching jobs in China** . No teaching experience? No problem. We provide **full training** , **ready\-made teaching materials** , and **visa sponsorship,** making this the perfect **graduate job** , **first job** , or **international career move** for anyone ready to start something new. **What you'll do** * Teach English to young learners aged 3–16 in a fun, interactive, and immersive classroom setting. * Deliver high\-energy lessons using English 1’s award\-winning curriculum and digital tools. * Provide constructive feedback and help students build confidence in their English skills. * Take part in school events, cultural activities, and student engagement programs. **What you’ll get** * Competitive salary \+ performance bonus after 6 months * 21 days paid leave (10 days paid leave \+ 11 days statutory holidays) * Flight allowance * International health insurance (co\-paid) * Airport pick\-up support * \*\*Sponsored legal Z work visa \+ up to 2 weeks sponsored hotel stay * Comprehensive induction training, ongoing support, and fully prepared teaching materials * TEFL certificate \+ skill development \& career advancement * Distance learning courses (Level 6 Trinity College CertPT, DELTM) * English 1\-organized social and cultural activities \+ free Mandarin Chinese lessons *The hotel accommodation for the first two weeks will be deemed as a sponsorship upon successful completion of the first\-year contract. \*\*Sponsored legal Z work visa expenses will be reimbursed.* **Who we’re looking for** * A bachelor’s degree (in any subject) * A valid passport * A genuine interest in education, travel, and cultural exchange. * ESL certification (TEFL, TESOL, CELTA) is a plus\- we can sponsor * Clean background check. **Why work at English 1?** * Teachers are at the core of everything we do at English 1 * Over **30 years** of success in China with **200\+ schools** in **50\+ cities** . * Strong presence in **China** and **Indonesia** . * **Professional development** and career **advancement opportunities** . Whether you're graduating soon, pivoting into a new career, or seeking international experience, this opportunity offers a chance to teach, travel, and grow \#EntryLevel \#Graduates \#EnglishTeacher \#ESL \#TEFL \#TeachingJobs \#GraduateJobs \#hiring \#jobs \#entrylevel \#teachercns \#graduates \#esl \#tefl \#teach \#JobAlert \#NowHiring \#JobOpening \#CareerOpportunities \#JobSearch \#WorkWithUs \#LinkedInJobs \#JobSeeker \#OpenToWork \#CareerGoals \#JobHunt \#NewJob \#CollegeGraduates \#BachelorsDegree \#RecentGrad \#ClassOf2025 \#JobSearch \#CareerSuccess \#EntryLevelJobs \#HiringNow \#YoungProfessionals \#CareerGrowth \#Networking \#LinkedInNetworking \#FutureLeaders \#UniversityAlumni \#HigherEd \#AlumniNetwork \#CollegeSuccess",https://www.linkedin.com/jobs/view/4410024329
Hiring now! Entry-Level English Teacher (ESL) | No Experience Needed,English 1,"Dublin 4, County Dublin, Ireland",linkedin,"**Launch Your International Career with Purpose and Adventure** Are you searching for a **rewarding, entry\-level job** that lets you **travel the world** , **work abroad** , and gain **real\-world experience** all while making a difference? Whether you're a **recent graduate** , exploring a **career change** , or an **ESL/TEFL\-certified teacher** ready to take your skills overseas, this is the opportunity you’ve been looking for. **English 1** is now hiring **motivated, globally minded individuals** for **full\-time English teaching jobs in China** . No teaching experience? No problem. We provide **full training** , **ready\-made teaching materials** , and **visa sponsorship,** making this the perfect **graduate job** , **first job** , or **international career move** for anyone ready to start something new. **What you'll do** * Teach English to young learners aged 3–16 in a fun, interactive, and immersive classroom setting. * Deliver high\-energy lessons using English 1’s award\-winning curriculum and digital tools. * Provide constructive feedback and help students build confidence in their English skills. * Take part in school events, cultural activities, and student engagement programs. **What you’ll get** * Competitive salary \+ performance bonus after 6 months * 21 days paid leave (10 days paid leave \+ 11 days statutory holidays) * Flight allowance * International health insurance (co\-paid) * Airport pick\-up support * \*\*Sponsored legal Z work visa \+ up to 2 weeks sponsored hotel stay * Comprehensive induction training, ongoing support, and fully prepared teaching materials * TEFL certificate \+ skill development \& career advancement * Distance learning courses (Level 6 Trinity College CertPT, DELTM) * English 1\-organized social and cultural activities \+ free Mandarin Chinese lessons *The hotel accommodation for the first two weeks will be deemed as a sponsorship upon successful completion of the first\-year contract. \*\*Sponsored legal Z work visa expenses will be reimbursed.* **Who we’re looking for** * A bachelor’s degree (in any subject) * A valid passport * A genuine interest in education, travel, and cultural exchange. * ESL certification (TEFL, TESOL, CELTA) is a plus\- we can sponsor * Clean background check. **Why work at English 1?** * Teachers are at the core of everything we do at English 1 * Over **30 years** of success in China with **200\+ schools** in **50\+ cities** . * Strong presence in **China** and **Indonesia** . * **Professional development** and career **advancement opportunities** . Whether you're graduating soon, pivoting into a new career, or seeking international experience, this opportunity offers a chance to teach, travel, and grow \#EntryLevel \#Graduates \#EnglishTeacher \#ESL \#TEFL \#TeachingJobs \#GraduateJobs \#hiring \#jobs \#entrylevel \#teachercns \#graduates \#esl \#tefl \#teach \#JobAlert \#NowHiring \#JobOpening \#CareerOpportunities \#JobSearch \#WorkWithUs \#LinkedInJobs \#JobSeeker \#OpenToWork \#CareerGoals \#JobHunt \#NewJob \#CollegeGraduates \#BachelorsDegree \#RecentGrad \#ClassOf2025 \#JobSearch \#CareerSuccess \#EntryLevelJobs \#HiringNow \#YoungProfessionals \#CareerGrowth \#Networking \#LinkedInNetworking \#FutureLeaders \#UniversityAlumni \#HigherEd \#AlumniNetwork \#CollegeSuccess",https://www.linkedin.com/jobs/view/4410022373
"Human Resources Associate, Consulting",Trindent Consulting,"Dublin 2, County Dublin, Ireland",linkedin,"Trindent Consulting is a global management consulting firm that specializes in technical augmentation in the energy sector, specifically downstream Oil \& Gas. We’ve helped over 100 clients achieve significant financial benefits that yield between 500\-1500% return\-on\-investment within the 1st year – and we’ve done that without capital investments or software changes of any kind. Established in 2008, Trindent Consulting has quickly garnered a reputation as a firm that Makes It Happen™. We are ranked as one of Canada’s Fastest\-Growing Companies by Canadian Business and GROWTH 500 for 7 years in a row and named one of the Fastest\-Growing Consulting Firms by Consulting Magazine in 2015 through 2020\. Our Corporate Services team based in our Toronto Head Office manages our finance, human resources, back office, administration and IT support services for our global employees, customers and stakeholders. This position is based 5 days a week in our Dublin office. Role Overview The Human Resources Associate will manage the HR Administrative functions for a growing professional services firm headquartered in downtown Toronto, providing accountability for flawless execution and superior internal client service. **Responsibilities** * Plan, Schedule and Manage the onboarding of new staff members. * Display role\-model business acumen and communicate Company tasks, assignments, policies and procedures with clarity. * Assist in scheduling recruitment interviews and testing. * Prepare recruitment reporting documents and status updates for managerial review. * Management of accurate and fulsome data and documentation in the firm’s HRIS. * Oversight of the company vacation, sick day, flex time and bereavement day tracking. * Prepare business visa and coordinate any work permitting documentation with relevant authorities. * Assist in workplace investigations to ensure compliance with policies, laws and regulations. * Oversee the company drug testing compliance program and ensure that staff are adequately credentialed for the work they perform. * Help to coordinate the bi\-annual performance evaluation process. * Coordination of ‘value excellence’ programs to reward employees for their contributions to the success of the firm. * Perform other duties and ad hoc projects as assigned. **Education, Experience, And Skills Required** * Bachelor’s degree in Human Resources Management * 2\-3\+ years of HR experience and working towards CIPD designation * Experience of Irish \&/or European HR is preferred * Exceptional written and verbal communication skills. * Proficient user of Microsoft Office Suite (Word, Excel, Power Point and Outlook). * Experience using a Bamboo HR HRIS suite is an asset. * Experienced and proficient in using a variety of telecommunication platforms (i.e., conference calls, video conferencing, web meetings, etc.) * Works with a sense of urgency. * Detail\-oriented and disciplined in self\-review. * Ability to manage competing demands and priorities. * Assertive and confident to work with strong personalities. * Embraces problem solving challenges and opportunities. * Proven experience in leading HR initiatives. * Experience working in diverse cultural and geographical settings. * Demonstrated ability to drive best practices and innovation in the HR domain. This role will see you work as part of a Global team for a fast growing consulting practice that offers depth of work and scope as we meet the demands of our expanding customer base and team. Our HR function enables our business and staff so we can deliver impact and results. *Trindent Consulting is committed to providing an accessible, respectful and inclusive environment for all employees and job applicants. We will provide reasonable accommodation if required. If you require any specific accommodation due to a disability or a medical need during the application process, please contact us.*",https://www.linkedin.com/jobs/view/4408647666
"Human Resources Associate, Consulting",Trindent Consulting,"Dublin, County Dublin, Ireland",linkedin,"Trindent Consulting is a global management consulting firm that specializes in technical augmentation in the energy sector, specifically downstream Oil \& Gas. We’ve helped over 100 clients achieve significant financial benefits that yield between 500\-1500% return\-on\-investment within the 1st year – and we’ve done that without capital investments or software changes of any kind. Established in 2008, Trindent Consulting has quickly garnered a reputation as a firm that Makes It Happen™. We are ranked as one of Canada’s Fastest\-Growing Companies by Canadian Business and GROWTH 500 for 7 years in a row and named one of the Fastest\-Growing Consulting Firms by Consulting Magazine in 2015 through 2020\. Our Corporate Services team based in our Toronto Head Office manages our finance, human resources, back office, administration and IT support services for our global employees, customers and stakeholders. This position is based 5 days a week in our Dublin office. **Role Overview** The Human Resources Associate will manage the HR Administrative functions for a growing professional services firm headquartered in downtown Toronto, providing accountability for flawless execution and superior internal client service. **Responsibilities** * Plan, Schedule and Manage the onboarding of new staff members. * Display role\-model business acumen and communicate Company tasks, assignments, policies and procedures with clarity. * Assist in scheduling recruitment interviews and testing. * Prepare recruitment reporting documents and status updates for managerial review. * Management of accurate and fulsome data and documentation in the firm’s HRIS. * Oversight of the company vacation, sick day, flex time and bereavement day tracking. * Prepare business visa and coordinate any work permitting documentation with relevant authorities. * Assist in workplace investigations to ensure compliance with policies, laws and regulations. * Oversee the company drug testing compliance program and ensure that staff are adequately credentialed for the work they perform. * Help to coordinate the bi\-annual performance evaluation process. * Coordination of ‘value excellence’ programs to reward employees for their contributions to the success of the firm. * Perform other duties and ad hoc projects as assigned. **Education, Experience, and Skills Required** * Bachelor’s degree in Human Resources Management * 2\-3\+ years of HR experience and working towards CIPD designation * Experience of Irish \&/or European HR is preferred * Exceptional written and verbal communication skills. * Proficient user of Microsoft Office Suite (Word, Excel, Power Point and Outlook). * Experience using a Bamboo HR HRIS suite is an asset. * Experienced and proficient in using a variety of telecommunication platforms (i.e., conference calls, video conferencing, web meetings, etc.) * Works with a sense of urgency. * Detail\-oriented and disciplined in self\-review. * Ability to manage competing demands and priorities. * Assertive and confident to work with strong personalities. * Embraces problem solving challenges and opportunities. * Proven experience in leading HR initiatives. * Experience working in diverse cultural and geographical settings. * Demonstrated ability to drive best practices and innovation in the HR domain. This role will see you work as part of a Global team for a fast growing consulting practice that offers depth of work and scope as we meet the demands of our expanding customer base and team. Our HR function enables our business and staff so we can deliver impact and results. *Trindent Consulting is committed to providing an accessible, respectful and inclusive environment for all employees and job applicants. We will provide reasonable accommodation if required. If you require any specific accommodation due to a disability or a medical need during the application process, please contact us.*",https://www.linkedin.com/jobs/view/4408644659
Investment Associate,Brightwater Recruitment,"Dublin, County Dublin, Ireland",linkedin,"**Key Responsibilities** * Provide day\-to\-day support across client accounts, ensuring a high level of service delivery. * Assist with portfolio monitoring, including performance tracking and alignment with client objectives. * Prepare materials for client meetings, reviews, and internal discussions. * Respond to client queries and coordinate follow\-ups with relevant teams where required. * Support business development efforts through research and identification of potential opportunities. * Maintain accurate records and documentation across systems and processes. * Work collaboratively with colleagues across different functions to ensure consistent client outcomes. * Stay informed on market developments and contribute to internal knowledge sharing. * Ensure all activities are carried out in line with applicable policies, procedures, and regulatory expectations. **Experience \& Skills** * Degree in finance, business, economics, or a related area. * Ideally QFA qualified * 1–3 years’ experience in financial services, investments, or a similar environment. * Working towards, or interested in pursuing, a relevant professional qualification is an advantage. * Strong organisational and communication skills, with attention to detail. * Good working knowledge of Microsoft Office tools, particularly Excel and PowerPoint.",https://www.linkedin.com/jobs/view/4409877579
Java Developer,Apprize Technology Solutions,"Dublin, County Dublin, Ireland",linkedin,"Job Title: Java Developer Location: Dublin, Ireland Job type: Contract **Key Responsibilities** • Design, develop, and maintain **microservices\-based applications** using **Java 17 and Spring Boot** • Build and consume **RESTful APIs** with proper versioning and documentation • Implement **authentication and authorization** using **Spring Security** • Develop and maintain **batch processing jobs** using **Spring Batch** • Ensure high performance, scalability, and reliability of backend systems • Write **unit and integration tests** using **JUnit and Mockito** • Participate in code reviews, architecture discussions, and technical design • Troubleshoot production issues and perform root cause analysis • Collaborate with DevOps, QA, and frontend teams • Mentor junior developers and promote best coding practices",https://www.linkedin.com/jobs/view/4407746518
Join Eaton’s Data Center Talent Network!,Eaton,"Dublin, County Dublin, Ireland",linkedin,"**➡️ Join Eaton’s Data Center Talent Network!** **Are you ready to power the future? Become part of our online Talent Community Network and be the first to hear from us when a role matching your profile opens up in our Data Center Regional Segment Sales Team in Ireland.** **Why Join Us?** * **Strategic Impact** : Play a key role in shaping the energy transition and driving Data Center evolution across the EMEA region. * **Early Engagement** : We collaborate with clients from the earliest stages. Eaton’s scope includes LV, MV, UPS, and white space, all approached through a fully integrated system concept. * **Global Access** : You’ll engage directly with major global Data Centre players, giving you the opportunity to make a meaningful strategic impact on the sector. * **Leadership Role** : Our Key Account Manager positions are the most senior sales roles. While customer\-facing, they also require cross\-functional leadership within the account—coordinating efforts across teams, even without direct reporting lines. **Eaton’s Data Center** is a complex application and a strategic growth area, characterized by its intersection of IT and facility management. This sector is undergoing a radical transformation driven by digitization and the surge of AI loads, which are increasing power demands, alongside de\-carbonization and grid saturation challenges. Eaton provides advanced power management solutions, such as UPS and Power Distribution Units, ensuring efficiency and reliability. They emphasize sustainability and cybersecurity, offering green solutions and protection against cyber threats, while supporting scalability and flexibility to cater to various data center sizes and needs. **Some roles we’re typically hiring for:** * Business Development Manager * Principal Electrical Design Engineer * Data Center Segment \& Power Quality Field Product Manager * Datacenter \& IT EMEA Segment manager * Key Account Managers \- Data Center * Project Manager Customer Projects * Low Voltage Solutions Architect Engineer * Sales Engineer * Data Center Segment Sales Team Leader **Locations across EMEA** : Germany, Austria, Switzerland, France, Ireland, Sweden, Finland, Denmark, Norway, Spain, Italy, and the UK **Ready to Make an Impact?** Visit our career website for a complete list of vacancies and apply today \- https://eaton.eightfold.ai/careers **Not Finding the Right Fit?** Join our online Talent Community Network by clicking the **Apply** button, and we’ll reach out to you as soon as a suitable job opportunity arises. **Apply today and power the future with Eaton!**",https://www.linkedin.com/jobs/view/4401412396
